Ukraine,193
Russia,134
UK,83
Cambodia,42
China,36
India,31
Germany,25
Australia,24
France,22
Mexico,22
Italy,18
Cuba,16
Israel,16
Canada,15
Poland,13
Latvia,12
Netherlands,12
Brazil,11
Spain,11
Japan,9
USA,9
Turkey,8
Georgia,8
PE,8
Mali,8
ARM,8
Singapore,7
Philippines,7
Thailand,7
Kuwait,7
EST,7
Ireland,7
Switzerland,7
Bulgaria,6
Indonesia,6
