Ukraine,220
Russia,136
UK,41
India,33
Jordan,32
Cambodia,32
China,23
Poland,21
Germany,20
Estonia,15
Israel,15
Lithuania,14
France,13
Italy,13
Latvia,13
Canada,13
Netherlands,12
Portugal,12
Australia,11
GTM,11
Austria,10
Indonesia,10
MS,10
Brazil,9
PM,8
Finland,8
Romania,8
Luxembourg,8
PE,7
USA,7
Spain,7
Thailand,7
Singapore,7
Albania,6
Japan,6
